DATE;PARCELLE;CARRE;NUMERO;NOM VERNACULAIRE;GENRE;ESPECE;HAUTEUR;DBH;PLACEAU
08/03/2018;2 ouest;198;1;Bekoa bizombo;Angylocalyx;pynaertii;1,9;2,2;3
08/03/2018;2 ouest;198;2;Mossebe;Hunteria;ballayi;2;1,4;3
08/03/2018;2 ouest;198;3;Bekoa bizombo;Angylocalyx;pynaertii;3;2,5;3
08/03/2018;2 ouest;198;4;Mossebe;Hunteria;ballayi;1,5;1;3
08/03/2018;2 ouest;198;5;Baku;Ritchiea;aprevaliana;3;2;3
08/03/2018;2 ouest;198;6;Mossebe;Hunteria;ballayi;2,5;1,7;3
08/03/2018;2 ouest;198;7;Baku;Ritchiea;aprevaliana;3;3,2;3
08/03/2018;2 ouest;198;8;Mokula;Microdesmis;puberula;2,6;1,5;3
08/03/2018;2 ouest;198;9;Drypetes;Drypetes;cinnabarina;3;2,2;3
08/03/2018;2 ouest;198;10;Ingoka;Thomondersia;hensii;5,1;5,3;3
08/03/2018;2 ouest;198;11;Ebene;Diospyros;bipindensis;3;1,4;3
08/03/2018;2 ouest;198;12;Drypetes;Drypetes;laciniata;3;1,8;3
08/03/2018;2 ouest;198;13;Mossebe;Hunteria;ballayi;1,6;1;3
08/03/2018;2 ouest;198;14;Ebene;Diospyros;iturensis;6;3,1;3
08/03/2018;2 ouest;198;15;Ebene;Diopyros;bipindensis;5;3,5;3
08/03/2018;2 ouest;198;16;Mossebe;Hunteria;ballayi;2,6;2;3
08/03/2018;2 ouest;198;17;Ohia;Celtis;mildbraedii;6,6;8;3
08/03/2018;2 ouest;198;18;Ebene;Diopyros;iturensis;4,5;1,6;3
08/03/2018;2 ouest;198;19;Rinorea;Rinorea;oblongifolia;5,1;5,2;3
08/03/2018;2 ouest;198;20;Mossebe;Hunteria;ballayi;2;1,5;3
08/03/2018;2 ouest;198;21;Ebene;Diospyros;bipindensis;3,5;1,9;3
08/03/2018;2 ouest;198;22;Uvariastrum;Uvariastrum;pierreanum;4;2,4;3
08/03/2018;2 ouest;198;23;Essandja;Rinorea;cf.welwitschii;5;5,3;3
08/03/2018;2 ouest;198;24;Vepris;Vepris;glaberrima;11,5;9;3
08/03/2018;2 ouest;198;25;Ebene;Diospyros;iturensis;3;1,3;3
08/03/2018;2 ouest;198;26;Mokula;Microdesmis;puberula;1,8;1,1;3
08/03/2018;2 ouest;198;27;Motunga;Polyalthia;suaveolens;2,5;3,4;3
08/03/2018;2 ouest;198;28;Ebene;Diospyros;bipindensis;6,1;5,2;3
08/03/2018;2 ouest;198;29;Moungamba;Dichostemma;glaucescens;5,3;6,3;3
08/03/2018;2 ouest;198;30a;Toko loko;Tabernaemonthana;penduliflora;6;8,1;3
08/03/2018;2 ouest;198;30b;Toko loko;Tabernaemonthana;penduliflora;3;1,1;3
08/03/2018;2 ouest;198;31;Mokata;Garcinia;punctata;4;1,3;3
08/03/2018;2 ouest;198;32;Motunga;Polyalthia;suaveolens;4,5;2,7;3
08/03/2018;2 ouest;198;33;Baku;Ritchiea;aprevaliana;2,5;2,2;3
08/03/2018;2 ouest;198;34;Mossebe;Hunteria;ballayi;2,5;1,4;3
08/03/2018;2 ouest;198;35;Drypetes;Drypetes;diopa;3;1;3
08/03/2018;2 ouest;198;36;Ebene;Diospyros;bipindensis;2,6;1,4;3
08/03/2018;2 ouest;198;37;Bekoa bizombo;Angylocalyx;pynaertii;4,8;3,8;3
08/03/2018;2 ouest;198;38a;Ingoka;Thomondersia;hensii;7;4,7;3
08/03/2018;2 ouest;198;38b;Ingoka;Thomondersia;hensii;3;1;3
08/03/2018;2 ouest;198;39;Ebene;Diospyros;bipindensis;4;3;3
08/03/2018;2 ouest;198;40;Mokata;Garcinia;punctata;3;2,1;3
08/03/2018;2 ouest;198;41;Ebene;Diospyros;iturensis;2,4;1;3
08/03/2018;2 ouest;198;42a;Ebene;Diospyros;iturensis;2,4;1,7;3
08/03/2018;2 ouest;198;42b;Ebene;Diospyros;iturensis;2,5;1,2;3
08/03/2018;2 ouest;198;43;Essandja;Rinorea;cf.welwitschii;2,5;1,2;3
08/03/2018;2 ouest;198;44;Ebene;Diospyros;bipindensis;2,7;1;3
08/03/2018;2 ouest;198;45;Drypetes;Drypetes;polyantha;4,6;2,7;3
08/03/2018;2 ouest;198;46;Akeul;Pausynistalia;macroceras;6;4,6;3
08/03/2018;2 ouest;198;47;Longhi bouk;Chrysophyllum;boukokoensis;6,5;8;3
08/03/2018;2 ouest;198;48;Bekoa bizombo;Angylocalyx;pynaertii;2,6;1,5;3
08/03/2018;2 ouest;198;49;Drypetes;Drypetes;polyantha;2;1;3
08/03/2018;2 ouest;198;50;Synsepalum;Synsepalum;longecuneatum;7;6,9;3
08/03/2018;2 ouest;198;51;Ebene;Diospyros;bipindensis;3,5;2;3
08/03/2018;2 ouest;198;52;Afina;Strombosia;pustulata;3;2,1;3
08/03/2018;2 ouest;198;53;Mossebe;Hunteria;ballayi;2;1,7;3
08/03/2018;2 ouest;198;54;Ebene;Diospyros;iturensis;5;8,2;3
08/03/2018;2 ouest;198;55;Mossebe;Hunteria;ballayi;1,8;1,8;3
08/03/2018;2 ouest;198;56;Moungamba;Dichostemma;glaucescens;3;2,2;3
08/03/2018;2 ouest;198;57;Mossebe;Hunteria;ballayi;2;2,5;3
08/03/2018;2 ouest;198;58;Ingoyo;Pancovia;pedicellaris;2,5;1,1;3
08/03/2018;2 ouest;198;59;Mokula;Microdesmis;puberula;2,5;1,1;3
08/03/2018;2 ouest;198;60;Drypetes;Drypetes;cinnabarina;4;1,7;3
08/03/2018;2 ouest;198;61a;Ingoka;Thomondersia;hensii;3,1;3,4;3
08/03/2018;2 ouest;198;61b;Ingoka;Thomondersia;hensii;4;3;3
08/03/2018;2 ouest;198;62;Drypetes;Drypetes;cinnabarina;4;1,8;3
08/03/2018;2 ouest;198;63;;Heistera;pavifolia;5;3,1;3
08/03/2018;2 ouest;198;64;Ebene;Diospyros;iturensis;8,3;5,5;3
08/03/2018;2 ouest;198;65;Nding;Isolana;hexaloba;3;1,3;3
08/03/2018;2 ouest;198;66;Synsepalum;Synsepalum;subcordatum;3,5;2,2;3
08/03/2018;2 ouest;198;67;Drypetes;Drypetes;diopa;2;2,9;3
08/03/2018;2 ouest;198;68;Dialium;Dialium;bipindensis;4,5;1,4;3
